index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
578880,970,7,13/10/2013,0,0,0,0,0,0
33458,630,4,17/07/2014,1046,1,1,0,0,9871
252616,482,1,16/06/2014,946,1,1,0,0,11246
275198,292,3,15/05/2013,761,1,1,0,0,6064
673767,371,4,15/01/2015,548,1,1,0,0,7058
162184,759,3,08/04/2015,758,1,0,0,1,6248
612129,929,2,22/07/2014,584,1,0,0,1,4814
437801,794,3,17/12/2014,569,1,1,0,0,6424
444721,96,1,27/10/2014,571,1,0,0,1,5546
561735,770,2,03/02/2015,921,1,1,0,0,9194
686305,1036,1,30/06/2014,705,1,1,0,0,8426
441261,1086,5,21/06/2013,1129,1,1,0,0,11375
26529,385,2,16/07/2013,710,1,1,0,0,8906
535237,144,5,02/08/2013,826,1,1,0,1,8591
419931,11,4,13/06/2013,994,1,0,0,0,6513
420225,654,2,17/06/2014,850,1,1,0,0,8687
131266,120,2,01/10/2013,524,1,0,0,0,4971
552284,493,6,03/05/2014,794,1,0,0,0,7661
240310,567,5,13/12/2013,641,1,0,0,0,4684
125291,79,6,22/06/2013,456,1,0,0,0,4125
331343,222,4,31/07/2014,633,1,1,0,1,6041
341562,24,5,09/08/2013,757,1,0,0,1,7506
398229,848,3,06/03/2013,821,1,1,0,0,7776
402033,1106,1,28/07/2014,652,1,1,0,1,7316
164181,773,4,02/01/2014,657,1,0,0,1,5526
524792,717,3,20/03/2013,521,1,1,0,0,5701
642355,565,4,07/11/2013,695,1,1,0,0,5643
499499,1010,6,10/05/2014,1044,1,0,0,0,9736
612073,1070,1,20/04/2015,727,1,0,0,0,5504
50933,402,7,22/09/2013,0,0,0,0,0,0
362275,111,2,11/03/2014,486,1,0,0,0,4721
320136,993,7,14/06/2015,0,0,0,0,0,0
499383,565,7,15/09/2013,0,0,0,0,0,0
99228,881,2,27/05/2014,491,1,0,0,0,2900
534471,727,7,31/08/2014,0,0,0,0,1,0
99806,96,3,27/05/2015,605,1,0,0,0,5260
367894,346,3,14/01/2015,618,1,1,0,0,6920
177651,965,6,19/07/2014,737,1,0,0,0,6141
277614,834,2,12/05/2015,626,1,0,0,0,5097
104867,29,2,19/05/2015,812,1,1,0,0,9955
401010,119,6,04/05/2013,522,1,0,0,0,4640
361178,469,4,06/06/2013,1468,1,1,0,0,11291
448076,496,2,12/08/2014,659,1,0,0,1,5562
644412,247,5,27/02/2015,629,1,0,0,0,7209
159015,1075,2,02/07/2013,1218,1,1,0,1,12180
548297,621,1,19/01/2015,697,1,0,0,0,5122
668146,935,7,10/05/2015,0,0,0,0,0,0
10534,542,6,21/03/2015,466,1,0,0,0,4998
631949,470,6,22/03/2014,1741,1,0,0,0,12046
46441,38,6,21/02/2015,634,1,0,0,0,6885
291166,245,5,19/09/2014,1090,1,1,0,0,9793
545910,908,7,03/03/2013,0,0,0,0,0,0
349367,490,7,02/06/2013,0,0,0,0,0,0
106637,219,7,17/03/2013,0,0,0,0,0,0
233448,798,6,19/01/2013,340,1,0,0,0,3036
119820,497,1,12/01/2015,1150,1,1,0,0,10790
471700,636,1,24/02/2014,529,1,0,0,0,3927
518822,636,7,15/12/2013,0,0,0,0,0,0
67934,347,6,15/11/2014,475,1,0,0,0,6010
307488,1003,7,06/04/2014,0,0,0,0,0,0
599131,287,5,04/10/2013,954,1,0,0,0,9134
267460,394,2,10/02/2015,571,1,0,0,0,6058
406077,1103,7,20/01/2013,0,0,0,0,0,0
271949,152,5,15/02/2013,532,1,0,0,0,4748
425011,523,3,03/04/2013,2116,1,0,0,1,17709
20917,1087,1,24/02/2014,538,1,0,0,0,4907
210580,168,1,15/09/2014,1027,1,1,0,0,10779
292005,89,5,29/03/2013,0,0,1,b,1,0
637391,854,6,13/06/2015,619,1,0,0,0,6008
281452,184,2,29/10/2013,545,1,0,0,1,5650
562977,809,6,13/06/2015,645,1,0,0,0,7071
127124,55,3,27/05/2015,569,1,0,0,0,4651
492853,313,3,05/11/2014,691,1,1,0,0,7787
641886,528,5,10/07/2015,914,1,0,0,1,7909
287731,561,4,25/12/2014,0,0,0,c,1,0
7302,1113,6,31/08/2013,632,1,0,0,0,5703
525713,796,2,20/08/2013,605,1,0,0,1,5504
33439,957,2,15/01/2013,778,1,0,0,0,6138
404061,848,5,13/06/2014,672,1,0,0,1,5523
46565,451,3,06/02/2013,432,1,1,0,0,5293
635868,998,3,17/09/2014,534,1,1,0,0,4858
351610,106,4,21/05/2015,828,1,1,0,0,8562
27500,334,2,04/06/2013,544,1,1,0,0,5754
637811,265,3,22/01/2014,545,1,1,0,0,5418
349022,127,7,07/06/2015,0,0,0,0,0,0
310171,392,7,17/03/2013,0,0,0,0,0,0
672608,803,1,03/06/2013,686,1,1,0,0,9253
662384,382,7,03/08/2014,0,0,0,0,0,0
690098,158,4,14/05/2015,0,0,0,a,0,0
298411,417,2,22/04/2014,872,1,0,0,1,7485
75810,761,6,14/06/2014,739,1,0,0,0,6503
661750,173,6,09/05/2015,786,1,0,0,0,6617
406741,276,1,07/07/2014,569,1,0,0,0,4669
251816,669,6,03/01/2015,378,1,0,0,0,3814
389566,174,4,04/04/2013,407,1,0,0,1,4874
664092,978,2,05/03/2013,961,1,1,0,0,8833
508936,167,7,06/01/2013,0,0,0,a,0,0
447925,569,5,07/06/2013,759,1,1,0,0,5120
155561,940,3,27/03/2013,851,1,1,0,0,8537
208984,665,7,04/08/2013,0,0,0,0,1,0
87563,305,3,10/12/2014,502,1,0,0,0,4902
614134,537,2,21/10/2014,682,1,1,0,0,6336
614531,334,2,12/08/2014,486,1,0,0,1,4028
547885,58,4,26/12/2013,0,0,0,c,1,0
20092,923,2,23/09/2014,711,1,0,0,0,5666
28766,130,7,24/02/2013,0,0,0,0,0,0
397508,145,1,12/01/2015,1329,1,1,0,0,11810
285821,1053,6,14/12/2013,903,1,0,0,0,7780
174779,752,1,12/08/2013,822,1,1,0,1,8865
321470,494,6,24/01/2015,731,1,0,0,0,6674
268894,507,2,12/05/2015,545,1,0,0,0,5768
197720,525,2,09/09/2014,780,1,0,0,0,8265
558383,329,5,31/05/2013,1048,1,1,0,0,9350
529763,16,1,18/11/2013,1087,1,1,0,0,10473
100886,419,3,26/03/2014,746,1,0,0,0,4479
397537,1044,3,22/10/2014,882,1,1,0,0,7589
323633,746,7,16/03/2014,0,0,0,0,0,0
30869,202,5,07/03/2014,530,1,1,0,0,6269
521990,451,3,27/08/2014,346,1,0,0,1,3888
50226,11,4,04/12/2014,1536,1,1,0,0,14342
42192,482,4,29/05/2014,0,0,0,a,0,0
691253,362,7,20/01/2013,0,0,0,0,0,0
445373,380,5,06/09/2013,1145,1,0,0,0,10119
203868,743,1,25/11/2013,384,1,0,0,0,3153
16053,270,4,12/12/2013,1087,1,0,0,0,8073
460850,21,7,14/09/2014,0,0,0,0,0,0
708924,691,1,06/10/2014,741,1,1,0,1,9135
406707,628,3,17/12/2014,780,1,1,0,0,8942
481597,697,2,01/04/2014,1064,1,1,0,0,11624
65204,118,2,01/07/2014,812,1,1,0,0,8735
74104,897,7,11/05/2014,0,0,0,0,0,0
671554,206,7,17/02/2013,0,0,0,0,0,0
477374,181,7,07/06/2015,0,0,0,0,0,0
656492,1041,6,23/11/2013,605,1,0,0,0,6058
419688,1005,4,28/02/2013,941,1,0,0,0,5973
261444,350,6,29/06/2013,663,1,0,0,0,6520
369218,1079,2,29/10/2013,518,1,0,0,0,5696
393331,268,5,08/02/2013,644,1,1,0,0,6228
157236,648,5,19/06/2015,603,1,1,0,0,6451
46257,1032,4,21/08/2014,946,1,1,0,1,8266
285268,451,1,26/01/2015,485,1,1,0,0,6356
584553,608,5,30/05/2014,1246,1,0,0,1,8781
331976,179,6,31/01/2015,1047,1,0,0,0,9874
340217,859,4,12/06/2014,671,1,0,0,1,6246
210392,51,4,28/02/2013,412,1,0,0,0,5030
696043,625,7,10/02/2013,0,0,0,0,0,0
410448,382,7,20/07/2014,0,0,0,0,0,0
57815,894,2,11/11/2014,1034,1,1,0,0,10110
492020,934,3,29/10/2014,574,1,0,0,0,4893
290867,921,3,13/11/2013,1168,1,0,0,0,9081
427786,738,6,13/06/2015,731,1,0,0,0,9040
515956,221,2,19/05/2015,582,1,1,0,0,6789
112418,559,4,10/07/2014,723,1,0,0,0,5367
159198,731,2,24/03/2015,771,1,0,0,0,6540
244919,828,5,31/05/2013,752,1,1,0,0,6043
351625,70,2,05/02/2013,656,1,1,0,0,6099
222913,839,5,11/01/2013,831,1,1,0,0,7516
93521,942,2,24/09/2013,453,1,1,0,0,5850
311353,186,1,02/09/2013,334,1,0,0,1,2931
452348,1026,4,14/02/2013,1081,1,0,0,0,8262
246517,628,7,18/08/2013,0,0,0,0,0,0
234658,400,2,30/06/2015,1786,1,1,0,0,15638
247693,951,2,23/06/2015,614,1,0,0,0,5565
281271,397,2,05/03/2013,841,1,1,0,0,7422
376108,179,4,28/03/2013,1242,1,1,0,1,10720
473029,541,7,24/05/2015,0,0,0,0,0,0
580549,1028,6,27/06/2015,340,1,0,0,0,3407
276547,750,4,11/06/2015,323,1,0,0,0,3874
427388,103,2,29/07/2014,340,1,1,0,1,3877
604145,633,4,03/04/2014,514,1,1,0,0,6475
335168,549,4,23/01/2014,539,1,1,0,0,4856
663922,532,6,18/01/2014,1191,1,0,0,0,10235
169732,672,7,10/02/2013,0,0,0,0,0,0
590142,1097,3,03/12/2014,2665,1,1,0,0,11941
3891,816,4,07/08/2014,682,1,1,0,1,5543
8113,488,3,17/09/2014,399,1,1,0,0,3914
569957,242,2,03/12/2013,458,1,1,0,0,5407
433124,183,1,25/11/2013,626,1,0,0,0,4910
572923,421,4,12/03/2015,678,1,0,0,0,5737
492327,320,6,15/02/2014,1874,1,0,0,0,12630
71127,718,7,02/03/2014,0,0,0,0,0,0
333112,442,7,14/07/2013,0,0,0,0,0,0
576452,725,1,20/10/2014,587,1,1,0,1,6855
110092,865,4,11/09/2014,538,1,0,0,0,5735
78214,682,7,19/10/2014,1268,1,0,0,0,7105
652159,850,7,29/09/2013,0,0,0,0,0,0
372282,329,4,22/05/2014,644,1,1,0,0,6705
364889,262,7,17/05/2015,4397,1,0,0,0,29355
179146,347,3,24/09/2014,325,1,0,0,0,4523
504386,883,5,01/05/2015,0,0,1,a,0,0
572671,244,2,13/05/2014,405,1,0,0,0,3294
571364,1104,4,17/04/2014,552,1,1,0,1,7132
146935,612,5,26/04/2013,437,1,1,0,0,7390
73566,563,2,14/04/2015,702,1,1,0,0,6469
169126,970,6,28/02/2015,172,1,0,0,0,1392
446062,654,3,21/05/2014,724,1,1,0,0,7387
476087,572,1,06/05/2013,554,1,0,0,0,6233
484864,890,4,30/01/2014,357,1,0,0,0,3974
262283,640,7,19/04/2015,0,0,0,0,0,0
26034,952,4,12/12/2013,478,1,0,0,0,4664
10872,423,5,27/02/2015,2018,1,0,0,0,10613
230383,852,3,10/06/2015,524,1,0,0,0,4005
376010,273,5,29/08/2014,684,1,0,0,0,5999
110458,49,1,21/04/2014,0,0,0,b,1,0
76889,769,3,16/07/2014,3278,1,1,0,1,11315
255975,741,7,20/10/2013,0,0,0,0,0,0
334015,176,6,28/06/2014,389,1,0,0,0,3160
694104,627,5,13/03/2015,555,1,0,0,0,5529
232387,525,6,08/02/2014,877,1,0,0,0,9464
209240,858,6,30/05/2015,348,1,0,0,0,3540
494275,1062,7,09/02/2014,0,0,0,0,0,0
222755,546,6,06/12/2014,1512,1,0,0,0,12961
355883,325,7,10/03/2013,0,0,0,0,0,0
170132,778,4,13/06/2013,737,1,0,0,0,5098
394897,523,4,25/07/2013,1794,1,0,0,1,15028
21058,663,5,13/06/2014,663,1,0,0,1,6263
511862,277,4,09/05/2013,0,0,0,a,0,0
73849,784,1,01/07/2013,1197,1,1,0,0,11830
412943,922,3,03/07/2013,705,1,1,0,0,7407
187036,1093,7,08/02/2015,0,0,0,0,0,0
462223,509,3,28/05/2014,515,1,0,0,0,5542
688107,426,7,08/09/2013,0,0,0,0,0,0
12069,2,2,15/04/2014,747,1,1,0,0,6658
674540,730,5,12/04/2013,1177,1,1,0,0,9915
147783,205,2,05/03/2013,1230,1,1,0,0,10392
296848,486,2,21/04/2015,449,1,0,0,0,4188
58359,484,4,28/11/2013,749,1,0,0,0,6758
136940,899,7,08/09/2013,0,0,0,0,0,0
555471,1099,2,28/05/2013,1007,1,1,0,0,8736
598721,363,2,04/11/2014,1107,1,1,0,0,9077
423607,482,6,04/04/2015,1520,1,0,0,0,12583
132186,595,3,30/04/2014,2091,1,1,0,0,18423
459439,972,4,20/03/2014,376,1,1,0,0,3467
45487,1100,5,28/03/2014,640,1,0,0,0,4659
681933,780,4,24/04/2014,832,1,0,0,1,6423
526650,526,2,03/02/2015,1823,1,1,0,1,15218
565038,590,7,07/06/2015,0,0,0,0,0,0
551276,597,2,21/05/2013,759,1,0,0,0,5215
215272,1096,3,19/03/2014,654,1,1,0,0,5510
501547,1043,1,27/07/2015,1321,1,1,0,1,12486
93245,254,3,13/02/2013,177,1,0,0,0,1644
353837,752,7,19/07/2015,0,0,0,0,0,0
586019,745,5,13/03/2015,668,1,0,0,0,6488
451997,90,7,17/05/2015,0,0,0,0,0,0
542272,357,7,27/01/2013,0,0,0,0,0,0
438907,470,7,29/12/2013,0,0,0,0,0,0
382158,700,2,10/02/2015,509,1,0,0,0,4106
665793,1056,1,16/12/2013,522,1,1,0,0,6176
556124,989,2,11/03/2014,580,1,0,0,0,4799
66797,920,4,11/06/2015,567,1,0,0,0,5204
269448,338,7,22/06/2014,0,0,0,0,0,0
137541,447,4,31/07/2014,587,1,1,0,1,5552
83003,934,1,13/05/2013,774,1,1,0,0,7621
279639,931,3,11/12/2013,362,1,0,0,0,2850
120050,59,7,20/01/2013,0,0,0,0,0,0
198599,223,6,09/11/2013,639,1,0,0,0,6793
207586,310,1,11/08/2014,792,1,0,0,1,7389
467937,166,3,28/08/2013,773,1,1,0,1,6385
85649,952,1,23/06/2014,469,1,0,0,0,5241
22550,608,3,08/10/2014,992,1,1,0,0,9726
560448,122,5,18/04/2014,0,0,1,b,1,0
464956,1084,4,08/01/2015,694,1,1,0,1,6483
245283,438,3,29/10/2014,483,1,0,0,1,4177
476407,876,3,06/11/2013,1070,1,1,0,0,9429
689357,23,4,28/11/2013,441,1,0,0,0,4525
481402,878,7,17/11/2013,0,0,0,0,0,0
84007,185,4,11/07/2013,425,1,0,0,1,4826
12904,566,1,06/01/2014,615,1,1,0,0,6362
268996,1070,3,20/11/2013,885,1,1,0,0,7502
118882,981,4,03/07/2014,806,1,1,0,0,7906
423598,740,5,06/06/2014,603,1,1,0,0,7779
565737,258,5,17/01/2014,488,1,0,0,0,4812
670900,861,2,11/06/2013,465,1,0,0,0,3040
626222,408,4,03/10/2013,0,0,0,a,0,0
654595,842,2,01/01/2013,0,0,0,a,1,0
504772,870,2,20/08/2013,915,1,0,0,0,6778
402874,675,2,17/03/2015,449,1,1,0,0,4672
517570,982,3,25/12/2013,0,0,0,c,1,0
188282,778,5,07/06/2013,801,1,1,0,0,6214
662916,1,4,27/03/2014,512,1,0,0,0,3895
553182,178,4,28/03/2013,1257,1,1,0,0,10935
539586,94,1,01/04/2013,0,0,0,b,1,0
40196,535,5,20/12/2013,1247,1,1,0,0,12980
30478,398,6,14/12/2013,692,1,0,0,0,6443
456557,517,3,21/05/2014,650,1,1,0,0,6324
521647,373,1,25/02/2013,245,1,0,0,0,2945
234296,210,7,23/03/2014,0,0,0,0,0,0
536795,861,5,11/07/2014,506,1,0,0,0,3530
704331,506,3,10/09/2014,844,1,0,0,0,6711
603348,711,4,05/06/2014,646,1,1,0,0,8087
306794,1112,4,13/02/2014,722,1,0,0,0,8025
188120,847,4,07/08/2014,962,1,1,0,1,7085
226298,1091,4,07/03/2013,703,1,1,0,0,8632
534380,756,7,19/07/2015,0,0,0,0,0,0
40507,123,4,09/01/2014,1076,1,1,0,0,9455
493499,657,6,08/06/2013,570,1,0,0,0,3754
119399,25,6,03/01/2015,1290,1,0,0,0,8911
43383,859,4,16/05/2013,682,1,1,0,0,6994
330100,264,2,05/03/2013,1303,1,1,0,0,10383
586156,393,3,08/10/2014,585,1,1,0,1,6581
236576,1058,3,25/02/2015,679,1,0,0,0,6107
549167,531,6,16/02/2013,461,1,0,0,0,4382
424729,1081,2,28/01/2014,1161,1,0,0,0,6699
318910,385,7,15/02/2015,0,0,0,0,0,0
122223,552,1,04/11/2013,932,1,1,0,0,9718
299039,705,7,01/12/2013,0,0,0,0,0,0
206585,625,6,28/09/2013,405,1,0,0,0,3567
305798,210,2,28/10/2014,282,1,0,0,1,2506
251381,151,4,05/09/2013,559,1,0,0,0,5045
246120,505,1,04/02/2013,750,1,1,0,0,7745
201007,1059,2,09/04/2013,1126,1,1,0,0,8393
591164,393,5,25/01/2013,621,1,1,0,0,6165
205004,831,1,29/07/2013,2130,1,1,0,1,19093
513797,394,7,28/12/2014,0,0,0,0,1,0
538523,909,3,15/07/2015,0,0,1,0,0,0
18741,78,6,22/11/2014,443,1,0,0,0,3090
132653,360,4,28/05/2015,718,1,0,0,0,6310
64756,308,5,04/01/2013,1036,1,0,0,1,8522
661868,714,7,11/01/2015,0,0,0,0,0,0
20472,1022,2,09/06/2015,688,1,0,0,0,5289
410829,53,2,23/06/2015,528,1,0,0,0,4745
453473,1064,6,21/09/2013,846,1,0,0,0,7909
579616,810,5,31/10/2014,589,1,0,0,1,5583
526144,948,5,31/01/2014,1825,1,0,0,0,6653
534687,609,1,28/10/2013,503,1,0,0,0,4244
364139,732,4,08/05/2014,668,1,1,0,0,7280
469722,550,1,27/04/2015,593,1,1,0,0,7404
609860,43,3,11/03/2015,503,1,0,0,0,4667
213534,588,7,21/06/2015,0,0,0,0,0,0
493378,847,6,06/04/2013,1153,1,0,0,0,7503
122713,624,7,11/08/2013,0,0,0,0,0,0
638307,99,1,06/05/2013,392,1,0,0,0,3872
322844,1030,2,19/08/2014,395,1,1,0,1,4763
331023,1009,2,16/07/2013,508,1,1,0,0,5836
258389,270,1,15/09/2014,1439,1,1,0,0,13834
279094,328,5,07/06/2013,568,1,1,0,0,4790
523913,722,6,07/02/2015,1351,1,0,0,0,7819
548754,774,1,01/09/2014,887,1,1,0,0,7808
471723,888,1,05/08/2013,781,1,0,0,0,6374
634191,905,2,05/08/2014,1237,1,1,0,1,9831
7138,262,7,03/05/2015,4533,1,0,0,0,29250
321782,626,7,02/03/2014,0,0,0,0,0,0
607649,297,3,05/06/2013,757,1,1,0,0,7484
455958,591,3,25/03/2015,442,1,0,0,0,5050
405001,219,1,25/03/2013,526,1,1,0,1,4543
711055,833,4,21/08/2014,467,1,1,0,1,5261
307065,795,1,09/02/2015,394,1,0,0,0,3607
147009,533,5,03/07/2015,871,1,1,0,0,8186
387800,180,7,16/03/2014,0,0,0,0,0,0
149636,417,3,12/11/2014,836,1,1,0,0,8088
378912,436,5,13/06/2014,629,1,0,0,0,5323
47199,843,1,02/12/2013,1558,1,1,0,0,17313
75754,292,4,30/04/2015,978,1,1,0,0,9128
148383,1028,3,23/01/2013,523,1,1,0,0,5541
541483,849,5,08/11/2013,933,1,1,0,0,8550
237137,610,7,26/04/2015,0,0,0,0,0,0
291061,905,2,20/08/2013,1257,1,0,0,1,7693
5334,670,3,15/05/2013,743,1,1,0,0,6941
508196,565,7,22/12/2013,0,0,0,0,0,0
653262,1017,6,16/03/2013,861,1,0,0,0,7230
385236,410,6,18/01/2014,737,1,0,0,0,5307
323637,935,3,30/01/2013,493,1,0,0,0,4088
555900,863,7,13/04/2014,270,1,0,0,0,2022
465752,899,4,19/02/2015,585,1,1,0,1,6146
458926,843,6,13/07/2013,972,1,0,0,0,7799
191241,558,5,31/10/2014,467,1,0,0,0,3759
374361,289,1,13/04/2015,760,1,1,0,0,8941
42135,2,1,29/04/2013,744,1,1,0,0,7449
613352,943,6,10/08/2013,539,1,0,0,0,5975
76955,615,3,03/12/2014,1418,1,1,0,0,12521
78252,170,6,29/03/2014,458,1,0,0,0,4425
72209,20,5,22/03/2013,764,1,1,0,0,7853
628114,257,2,11/03/2014,673,1,0,0,0,6037
563113,475,5,10/04/2015,924,1,0,0,1,7426
581919,859,7,07/06/2015,0,0,0,0,0,0
382773,454,4,01/01/2015,0,0,0,a,1,0
130571,904,5,09/01/2015,543,1,1,0,0,6573
646670,558,6,01/03/2014,479,1,0,0,0,4041
584424,1051,4,16/01/2014,912,1,0,0,0,6276
89646,613,2,24/03/2015,893,1,0,0,0,5780
508129,1005,2,05/08/2014,1129,1,1,0,1,8487
674510,449,1,13/01/2014,1433,1,0,0,0,9118
389131,1032,2,14/01/2014,1040,1,0,0,0,9244
174710,123,4,04/06/2015,1102,1,1,0,0,10051
357368,922,6,18/05/2013,808,1,0,0,0,7805
517205,90,5,11/04/2014,994,1,0,0,0,7217
343188,1017,5,05/06/2015,940,1,1,0,0,7846
382804,355,2,10/06/2014,1204,1,0,0,0,9323
690675,358,2,16/12/2014,1401,1,1,0,0,12788
363361,517,5,15/03/2013,647,1,0,0,0,5865
697835,579,4,31/01/2013,767,1,0,0,0,6228
335850,1090,6,28/03/2015,321,1,0,0,0,2696
86095,445,1,25/03/2013,1401,1,1,0,1,10786
171504,332,6,09/11/2013,245,1,0,0,0,1965
322890,533,4,17/01/2013,692,1,0,0,0,5695
250241,512,2,13/08/2013,1083,1,1,0,1,6121
4767,19,2,09/09/2014,611,1,0,0,0,5737
254379,368,2,29/10/2013,539,1,0,0,1,6204
507319,118,7,03/03/2013,0,0,0,0,0,0
616285,417,4,26/09/2013,874,1,1,0,0,8435
406149,661,3,06/08/2014,571,1,1,0,1,6339
392706,623,6,22/06/2013,555,1,0,0,0,4715
608484,375,5,11/04/2014,717,1,0,0,0,7472
175411,357,3,08/04/2015,936,1,0,0,1,7216
498393,857,4,15/05/2014,681,1,0,0,0,5175
71937,295,2,01/04/2014,723,1,1,0,0,6833
560010,1049,2,08/04/2014,578,1,0,0,0,3426
136315,222,5,01/11/2013,540,1,0,0,0,5060
603402,800,6,19/04/2014,724,1,0,0,0,7422
266256,923,7,21/07/2013,0,0,0,0,0,0
134940,284,6,02/03/2013,519,1,0,0,0,5661
556749,1,7,13/04/2014,0,0,0,0,0,0
669897,1097,3,27/05/2015,2560,1,0,0,0,9666
5053,475,5,03/01/2014,932,1,0,0,1,7819
106089,252,6,15/06/2013,786,1,0,0,0,9891
612923,144,3,06/02/2013,744,1,1,0,0,7968
71041,982,7,01/12/2013,0,0,0,0,0,0
670232,852,1,01/12/2014,821,1,1,0,0,10182
166350,645,3,12/02/2014,1150,1,0,0,0,8274
12185,17,2,25/11/2014,1027,1,1,0,0,9604
348275,619,1,23/02/2015,405,1,0,0,0,3877
614333,478,3,21/08/2013,641,1,0,0,0,5618
699732,556,5,06/03/2015,867,1,1,0,0,7503
14785,35,1,28/10/2013,519,1,0,0,1,5109
99732,764,5,14/03/2014,456,1,0,0,0,4098
332941,283,1,27/05/2013,720,1,1,0,1,8326
524978,726,7,23/02/2014,0,0,0,0,0,0
543086,550,3,13/11/2013,383,1,0,0,0,4375
45187,202,5,03/10/2014,0,0,1,a,0,0
484098,1034,7,05/05/2013,0,0,0,0,0,0
704524,184,6,09/02/2013,555,1,0,0,0,5562
666757,1069,6,16/03/2013,488,1,0,0,0,3942
441296,956,6,14/03/2015,259,1,0,0,0,2145
664237,253,1,01/09/2014,1016,1,1,0,0,10657
177605,797,5,20/06/2014,595,1,1,0,1,6120
193607,349,3,04/06/2014,882,1,1,0,0,8919
84239,1113,6,28/12/2013,683,1,0,0,0,6382
12979,743,7,15/06/2014,0,0,0,0,0,0
161045,1086,2,01/10/2013,986,1,0,0,0,8141
544651,498,3,21/08/2013,765,1,0,0,1,5662
223918,451,3,16/01/2013,366,1,0,0,0,3803
705285,557,1,13/10/2014,583,1,0,0,1,3873
315571,204,7,28/04/2013,0,0,0,0,0,0
442261,424,2,24/09/2013,719,1,1,0,0,6547
551798,650,4,13/03/2014,562,1,0,0,0,4976
700866,980,7,18/01/2015,0,0,0,0,0,0
419425,312,4,22/01/2015,477,1,0,0,0,4531
116905,658,5,06/09/2013,601,1,0,0,0,5119
277022,827,6,25/07/2015,2276,1,0,0,0,16201
34255,1002,6,21/09/2013,630,1,0,0,0,5310
228397,250,6,20/07/2013,581,1,0,0,1,6031
666282,121,6,13/04/2013,239,1,0,0,0,2274
92242,638,2,03/12/2013,543,1,1,0,0,6708
66941,612,3,25/09/2013,383,1,1,0,0,6716
97388,264,7,01/09/2013,0,0,0,0,0,0
508969,643,4,10/07/2014,1018,1,0,0,0,7433
159386,1099,7,30/03/2014,608,1,0,0,0,4023
662385,534,2,15/04/2014,692,1,1,0,1,8546
490714,505,3,21/05/2014,557,1,1,0,0,5625
543663,600,5,04/01/2013,564,1,0,0,1,5148
556261,30,7,17/02/2013,0,0,0,0,0,0
691659,941,6,26/04/2014,447,1,0,0,0,3742
303774,1025,7,12/04/2015,0,0,0,0,0,0
404305,33,6,08/11/2014,891,1,0,0,0,8414
451812,473,5,26/06/2015,427,1,0,0,0,3317
598513,878,3,07/05/2014,887,1,1,0,0,8677
391807,551,4,08/08/2013,992,1,0,0,0,6737
705195,218,1,10/03/2014,779,1,0,0,0,5331
533160,502,4,24/01/2013,1466,1,1,0,0,10828
247575,292,6,16/02/2013,384,1,0,0,0,3350
250551,1056,2,18/06/2013,319,1,1,0,0,3478
156321,705,3,15/05/2013,1090,1,1,0,0,8980
366497,568,7,18/05/2014,0,0,0,0,0,0
92143,472,6,31/01/2015,666,1,0,0,0,6119
419063,393,2,22/07/2014,447,1,0,0,1,4395
472,773,4,03/10/2013,0,0,0,a,0,0
500920,407,5,28/02/2014,303,1,0,0,0,3360
390376,582,4,15/01/2015,907,1,1,0,0,7914
694475,324,7,24/05/2015,0,0,0,0,0,0
685953,757,1,08/07/2013,442,1,0,0,0,4586
711600,841,5,17/04/2015,533,1,1,0,0,4850
421766,47,5,30/05/2014,1037,1,0,0,1,8806
416911,614,6,29/03/2014,926,1,0,0,0,5842
305548,320,1,01/06/2015,2697,1,1,0,0,21670
385298,500,5,17/01/2014,370,1,0,0,0,4991
650109,957,7,08/12/2013,0,0,0,0,0,0
235345,55,6,11/05/2013,309,1,0,0,0,2631
8287,969,4,05/02/2015,632,1,1,0,0,4024
220830,281,1,18/05/2015,623,1,1,0,0,8053
684081,359,5,11/04/2014,588,1,0,0,0,6369
295125,204,1,18/11/2013,614,1,1,0,0,6493
564867,108,2,13/05/2014,732,1,0,0,0,8498
326204,251,1,17/02/2014,2762,1,1,0,0,23702
499731,234,4,22/01/2015,820,1,0,0,0,7147
126400,1052,1,06/04/2015,0,0,0,b,1,0
14197,507,6,27/12/2014,715,1,0,0,0,8140
274128,976,6,01/06/2013,537,1,0,0,0,4950
235488,321,3,02/04/2014,550,1,1,0,0,5627
36982,531,4,04/09/2014,632,1,1,0,0,5055
179268,120,4,03/01/2013,592,1,0,0,1,5329
319251,45,5,31/07/2015,442,1,1,0,1,5809
264789,47,4,19/12/2013,1105,1,1,0,1,10496
631120,1102,1,14/10/2013,764,1,0,0,0,7085
160070,136,3,24/06/2015,363,1,0,0,0,4458
510018,978,2,16/06/2015,1096,1,1,0,0,9199
65335,388,6,23/02/2013,801,1,0,0,0,7461
348300,40,1,07/10/2013,682,1,1,0,0,7239
704441,998,3,29/04/2015,544,1,1,0,0,4879
278996,743,6,08/06/2013,226,1,0,0,0,1744
408501,1016,3,25/12/2013,0,0,0,c,1,0
275807,132,2,16/06/2015,668,1,1,0,0,7006
311384,861,7,27/04/2014,0,0,0,0,0,0
268572,291,7,20/10/2013,0,0,0,0,0,0
100839,283,4,13/06/2013,614,1,0,0,0,5751
660089,861,2,07/10/2014,518,1,1,0,0,3778
